media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43771,43776,MED-1726,Critical Point Social Media Agency,Spacebook,90767,PASS -THROUGH MEDIA,7016,30000,7504,79010,40128
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43724,43729,MED-6604,Critical Point Social Media Agency,Spacebook,72727,PASS -THROUGH MEDIA,7016,82337,6061,79010,29781
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44136,44139,MED-1908,RealGood Interactive Media Inc.,Googly Ads,27116,PASS -THROUGH MEDIA,1808,18801,6067,79010,20889
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43955,43963,MED-4311,RealGood Interactive Media Inc.,Zing,89838,PASS -THROUGH MEDIA,7016,82337,6061,79010,358882
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43478,43480,MED-2497,RealGood Interactive Media Inc.,Zing,5984,PASS -THROUGH MEDIA,1808,18801,6067,79010,13823
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44170,44174,MED-6607,Critical Point Social Media Agency,Spacebook,9042,PASS -THROUGH MEDIA,7016,82337,6061,79010,6252
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43936,43941,MED-1610,RealGood Interactive Media Inc.,QuadrupleClick,19517,PASS -THROUGH MEDIA,1808,18801,6067,79010,46764
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43690,43696,MED-7463,RealGood Interactive Media Inc.,Googly Ads,67138,PASS -THROUGH MEDIA,7016,30000,7504,79010,40197
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44188,44195,MED-5894,RealGood Interactive Media Inc.,QuadrupleClick,85074,PASS -THROUGH MEDIA,7016,30000,7504,79010,374721
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44098,44102,MED-6347,RealGood Interactive Media Inc.,Googly Ads,2476,PASS -THROUGH MEDIA,7016,30024,6063,79010,2732
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43867,43871,MED-4385,RealGood Interactive Media Inc.,Googly Ads,12192,PASS -THROUGH MEDIA,7016,82337,5965,79010,8335
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43592,43597,MED-6025,RealGood Interactive Media Inc.,Googly Ads,31950,PASS -THROUGH MEDIA,7016,20002,5938,79010,32516
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44073,44082,MED-7466,Critical Point Social Media Agency,Spacebook,64717,PASS -THROUGH MEDIA,7016,30024,6063,79010,54113
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43862,43866,MED-2532,RealGood Interactive Media Inc.,Googly Ads,75183,PASS -THROUGH MEDIA,7016,82337,6063,79005,55784
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43503,43510,MED-5635,Critical Point Social Media Agency,Spacebook,79615,PASS -THROUGH MEDIA,7016,82337,5965,79010,27503
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43922,43924,MED-8014,RealGood Interactive Media Inc.,Googly Ads,62903,PASS -THROUGH MEDIA,7016,82337,5938,79010,50388
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43607,43614,MED-3014,RealGood Interactive Media Inc.,Googly Ads,69565,PASS -THROUGH MEDIA,7016,82337,6063,79010,38738
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43538,43541,MED-1214,RealGood Interactive Media Inc.,Googly Ads,77470,PASS -THROUGH MEDIA,1808,18801,6063,79005,64427
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43771,43777,MED-6803,RealGood Interactive Media Inc.,Googly Ads,36391,PASS -THROUGH MEDIA,7016,82337,6056,79010,35990
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44040,44051,MED-5655,RealGood Interactive Media Inc.,QuadrupleClick,60670,PASS -THROUGH MEDIA,7016,30000,7504,79010,116317
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44026,44036,MED-9243,RealGood Interactive Media Inc.,Googly Ads,18102,PASS -THROUGH MEDIA,1808,18801,6063,79010,10796
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43884,43892,MED-9050,RealGood Interactive Media Inc.,Googly Ads,55353,PASS -THROUGH MEDIA,7016,82337,6056,79010,33019
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43567,43572,MED-2518,Critical Point Social Media Agency,Spacebook,20600,PASS -THROUGH MEDIA,7016,30000,7504,79010,7339
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43835,43840,MED-2375,RealGood Interactive Media Inc.,Googly Ads,86680,PASS -THROUGH MEDIA,7016,82337,6056,79010,75402
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43643,43649,MED-1564,RealGood Interactive Media Inc.,Zing,50549,PASS -THROUGH MEDIA,7016,30000,7504,79010,98110
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43973,43984,MED-8315,RealGood Interactive Media Inc.,Googly Ads,52816,PASS -THROUGH MEDIA,1608,16060,6078,79010,50361
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43933,43944,MED-9294,RealGood Interactive Media Inc.,Googly Ads,75979,PASS -THROUGH MEDIA,2808,28101,6056,79010,46056
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43919,43925,MED-4983,RealGood Interactive Media Inc.,Googly Ads,7640,PASS -THROUGH MEDIA,7016,82337,6056,79010,5238
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43988,43999,MED-6875,Critical Point Social Media Agency,Spacebook,41043,PASS -THROUGH MEDIA,7016,30000,7504,79010,28873
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43605,43610,MED-3819,RealGood Interactive Media Inc.,Googly Ads,20077,PASS -THROUGH MEDIA,2808,28101,6063,79025,14880
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43913,43921,MED-3110,RealGood Interactive Media Inc.,Googly Ads,79693,PASS -THROUGH MEDIA,7016,82337,6056,79010,61616
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43525,43536,MED-2400,RealGood Interactive Media Inc.,AlphaBeta,19179,PASS -THROUGH MEDIA,7016,30000,7504,79010,79540
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43515,43518,MED-1580,RealGood Interactive Media Inc.,Zing,36832,PASS -THROUGH MEDIA,7016,30024,6063,79010,92968
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44084,44090,MED-9879,RealGood Interactive Media Inc.,Zing,3736,PASS -THROUGH MEDIA,7016,82337,5965,79010,19009
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44113,44116,MED-1779,Critical Point Social Media Agency,Spacebook,8396,PASS -THROUGH MEDIA,7016,20002,5938,79010,6072
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44072,44076,MED-8226,RealGood Interactive Media Inc.,Zing,9372,PASS -THROUGH MEDIA,7016,30024,6063,79010,17949
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43641,43648,MED-1756,RealGood Interactive Media Inc.,Zing,10137,PASS -THROUGH MEDIA,7016,82337,6063,79005,28422
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43552,43559,MED-1496,RealGood Interactive Media Inc.,Zing,59726,PASS -THROUGH MEDIA,7016,82337,5965,79010,504854
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43729,43733,MED-2974,Critical Point Social Media Agency,Spacebook,5620,PASS -THROUGH MEDIA,7016,82337,5938,79010,2920
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43465,43471,MED-5246,RealGood Interactive Media Inc.,Zing,4758,PASS -THROUGH MEDIA,7016,82337,6063,79010,9193
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43461,43466,MED-5817,RealGood Interactive Media Inc.,Zing,1934,PASS -THROUGH MEDIA,1808,18801,6063,79005,13489
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43981,43984,MED-8673,RealGood Interactive Media Inc.,Zing,70904,PASS -THROUGH MEDIA,7016,82337,6056,79010,269777
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44155,44158,MED-4587,RealGood Interactive Media Inc.,Zing,59233,PASS -THROUGH MEDIA,1808,18801,6063,79010,349689
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44013,44021,MED-3834,RealGood Interactive Media Inc.,Zing,26764,PASS -THROUGH MEDIA,7016,82337,6056,79010,86327
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43550,43557,MED-5775,RealGood Interactive Media Inc.,Googly Ads,11044,PASS -THROUGH MEDIA,7016,30000,7504,79010,8324
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43969,43979,MED-4943,RealGood Interactive Media Inc.,Zing,49069,PASS -THROUGH MEDIA,7016,82337,6056,79010,265960
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43886,43893,MED-3670,RealGood Interactive Media Inc.,Zing,93262,PASS -THROUGH MEDIA,7016,30000,7504,79010,162821
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43620,43627,MED-6576,RealGood Interactive Media Inc.,Zing,99184,PASS -THROUGH MEDIA,1608,16060,6078,79010,282555
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43595,43602,MED-4570,RealGood Interactive Media Inc.,Zing,72010,PASS -THROUGH MEDIA,2808,28101,6056,79010,216452
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43605,43613,MED-8936,RealGood Interactive Media Inc.,Zing,6693,PASS -THROUGH MEDIA,7016,82337,6056,79010,18533
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43678,43680,MED-3832,Critical Point Social Media Agency,Spacebook,28169,PASS -THROUGH MEDIA,7016,30000,7504,79010,13084
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44082,44087,MED-9908,RealGood Interactive Media Inc.,Zing,92236,PASS -THROUGH MEDIA,2808,28101,6063,79025,418117
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43573,43577,MED-7036,RealGood Interactive Media Inc.,Zing,10625,PASS -THROUGH MEDIA,7016,82337,6056,79010,18034
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43849,43860,MED-6787,RealGood Interactive Media Inc.,Googly Ads,90072,PASS -THROUGH MEDIA,7016,30000,7504,79010,50851
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43819,43826,MED-1667,RealGood Interactive Media Inc.,QuadrupleClick,16925,PASS -THROUGH MEDIA,7016,30024,6063,79010,70040
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43462,43470,MED-4211,RealGood Interactive Media Inc.,QuadrupleClick,15759,PASS -THROUGH MEDIA,7016,82337,5965,79010,44877
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44192,44194,MED-5824,RealGood Interactive Media Inc.,QuadrupleClick,84401,PASS -THROUGH MEDIA,7016,20002,5938,79010,201800
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43837,43847,MED-2818,RealGood Interactive Media Inc.,QuadrupleClick,22093,PASS -THROUGH MEDIA,7016,30024,6063,79010,162905
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43619,43627,MED-2865,RealGood Interactive Media Inc.,QuadrupleClick,46022,PASS -THROUGH MEDIA,7016,82337,6063,79005,100013
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44132,44141,MED-1026,RealGood Interactive Media Inc.,QuadrupleClick,84785,PASS -THROUGH MEDIA,7016,82337,5965,79010,814116
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43713,43715,MED-4436,RealGood Interactive Media Inc.,QuadrupleClick,21070,PASS -THROUGH MEDIA,7016,82337,5938,79010,37686
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43729,43732,MED-4004,Critical Point Social Media Agency,Spacebook,9228,PASS -THROUGH MEDIA,7016,82337,6063,79010,4568
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43730,43740,MED-9043,RealGood Interactive Media Inc.,QuadrupleClick,29654,PASS -THROUGH MEDIA,1808,18801,6063,79005,87245
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43606,43617,MED-7603,RealGood Interactive Media Inc.,QuadrupleClick,38041,PASS -THROUGH MEDIA,7016,82337,6056,79010,104032
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43833,43835,MED-5083,RealGood Interactive Media Inc.,Zing,40481,PASS -THROUGH MEDIA,7016,30000,7504,79010,325477
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43922,43928,MED-9370,Critical Point Social Media Agency,Spacebook,46614,PASS -THROUGH MEDIA,1808,18801,6063,79010,24979
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44091,44097,MED-1288,Critical Point Social Media Agency,Spacebook,99419,PASS -THROUGH MEDIA,7016,82337,6056,79010,46212
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44076,44084,MED-5050,Critical Point Social Media Agency,Spacebook,65272,PASS -THROUGH MEDIA,7016,30000,7504,79010,39886
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44118,44127,MED-2996,RealGood Interactive Media Inc.,QuadrupleClick,80711,PASS -THROUGH MEDIA,7016,82337,6056,79010,140841
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43578,43581,MED-2199,RealGood Interactive Media Inc.,Googly Ads,77388,PASS -THROUGH MEDIA,7016,30000,7504,79010,52323
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43950,43952,MED-8940,RealGood Interactive Media Inc.,QuadrupleClick,37122,PASS -THROUGH MEDIA,1608,16060,6078,79010,84963
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44083,44088,MED-9755,RealGood Interactive Media Inc.,QuadrupleClick,38491,PASS -THROUGH MEDIA,2808,28101,6056,79010,86385
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44178,44183,MED-9353,RealGood Interactive Media Inc.,QuadrupleClick,84148,PASS -THROUGH MEDIA,7016,82337,6056,79010,193816
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43697,43699,MED-2450,RealGood Interactive Media Inc.,Zing,81003,PASS -THROUGH MEDIA,7016,30000,7504,79010,412589
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43500,43508,MED-3564,Critical Point Social Media Agency,Spacebook,65752,PASS -THROUGH MEDIA,2808,28101,6063,79025,22997
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43663,43668,MED-2712,RealGood Interactive Media Inc.,QuadrupleClick,92615,PASS -THROUGH MEDIA,7016,82337,6056,79010,269304
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43942,43944,MED-3900,RealGood Interactive Media Inc.,QuadrupleClick,71627,PASS -THROUGH MEDIA,7016,30000,7504,79010,130366
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43952,43954,MED-1036,RealGood Interactive Media Inc.,Googly Ads,12319,PASS -THROUGH MEDIA,7016,20002,5970,79025,8243
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43729,43732,MED-2146,RealGood Interactive Media Inc.,QuadrupleClick,41623,PASS -THROUGH MEDIA,7016,20002,5970,79025,149622
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43979,43986,MED-8259,RealGood Interactive Media Inc.,Googly Ads,40173,PASS -THROUGH MEDIA,2808,28101,6407,78675,22806
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43802,43812,MED-3603,Critical Point Social Media Agency,Spacebook,46163,PASS -THROUGH MEDIA,2808,28101,6407,78675,44184
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43531,43536,MED-1485,RealGood Interactive Media Inc.,QuadrupleClick,3193,PASS -THROUGH MEDIA,2808,28101,6407,78675,9134
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43840,43847,MED-9203,Critical Point Social Media Agency,Spacebook,72064,PASS -THROUGH MEDIA,7016,30024,6063,79010,28138
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43874,43885,MED-8351,RealGood Interactive Media Inc.,Googly Ads,52700,PASS -THROUGH MEDIA,7016,30024,6063,79010,41700
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43888,43891,MED-8475,RealGood Interactive Media Inc.,Zing,59308,PASS -THROUGH MEDIA,7016,30024,6063,79010,166426
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43835,43841,MED-9520,RealGood Interactive Media Inc.,QuadrupleClick,84389,PASS -THROUGH MEDIA,7016,30024,6063,79010,282706
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43949,43951,MED-8516,RealGood Interactive Media Inc.,QuadrupleClick,85323,PASS -THROUGH MEDIA,7016,30024,6063,79010,712508
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43459,43469,MED-5619,RealGood Interactive Media Inc.,Zing,20272,PASS -THROUGH MEDIA,7016,30024,6063,79010,161292
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44058,44067,MED-1742,RealGood Interactive Media Inc.,Googly Ads,30829,PASS -THROUGH MEDIA,7016,82337,6063,79005,20249
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43790,43801,MED-6343,RealGood Interactive Media Inc.,Googly Ads,8364,PASS -THROUGH MEDIA,7016,82337,6063,79005,10113
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43850,43854,MED-4398,RealGood Interactive Media Inc.,Zing,41645,PASS -THROUGH MEDIA,7016,82337,6063,79005,90098
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44109,44120,MED-3949,RealGood Interactive Media Inc.,QuadrupleClick,97460,PASS -THROUGH MEDIA,7016,82337,6063,79005,381124
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44176,44180,MED-3619,Critical Point Social Media Agency,Spacebook,24541,PASS -THROUGH MEDIA,7016,82337,6063,79005,12625
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43747,43758,MED-7730,RealGood Interactive Media Inc.,Zing,83372,PASS -THROUGH MEDIA,7016,82337,6063,79005,280754
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43516,43523,MED-6257,RealGood Interactive Media Inc.,Googly Ads,42604,PASS -THROUGH MEDIA,2808,28101,6056,79010,28497
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44118,44126,MED-5240,Critical Point Social Media Agency,Spacebook,40497,PASS -THROUGH MEDIA,2808,28101,6056,79010,14532
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43893,43896,MED-1175,Critical Point Social Media Agency,Spacebook,75148,PASS -THROUGH MEDIA,2808,28101,6056,79010,29686
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43602,43605,MED-2984,Critical Point Social Media Agency,Spacebook,64479,PASS -THROUGH MEDIA,2808,28101,6056,79010,34007
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43978,43984,MED-8646,RealGood Interactive Media Inc.,Zing,51923,PASS -THROUGH MEDIA,2808,28101,6056,79010,107540
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43934,43936,MED-7389,RealGood Interactive Media Inc.,Zing,28069,PASS -THROUGH MEDIA,2808,28101,6056,79010,51452
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43899,43903,MED-4617,RealGood Interactive Media Inc.,Googly Ads,96899,PASS -THROUGH MEDIA,1808,18801,6063,79005,95131
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43864,43874,MED-8527,RealGood Interactive Media Inc.,QuadrupleClick,19091,PASS -THROUGH MEDIA,1808,18801,6063,79005,49576
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44069,44078,MED-8306,RealGood Interactive Media Inc.,QuadrupleClick,13727,PASS -THROUGH MEDIA,1808,18801,6063,79005,23088
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43873,43879,MED-7758,Critical Point Social Media Agency,Spacebook,74385,PASS -THROUGH MEDIA,1808,18801,6063,79005,75443
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43863,43869,MED-4668,RealGood Interactive Media Inc.,Zing,80079,PASS -THROUGH MEDIA,1808,18801,6063,79005,244689
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43935,43943,MED-3083,RealGood Interactive Media Inc.,Zing,82468,PASS -THROUGH MEDIA,1808,18801,6063,79005,338758
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43763,43774,MED-5896,RealGood Interactive Media Inc.,Googly Ads,67019,PASS -THROUGH MEDIA,7016,82337,6061,79010,60264
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43637,43644,MED-6491,RealGood Interactive Media Inc.,Zing,68835,PASS -THROUGH MEDIA,7016,82337,6061,79010,169640
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43868,43872,MED-8943,RealGood Interactive Media Inc.,QuadrupleClick,65454,PASS -THROUGH MEDIA,7016,82337,6061,79010,188793
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43504,43513,MED-7917,RealGood Interactive Media Inc.,Googly Ads,32684,PASS -THROUGH MEDIA,7016,82337,6061,79010,26461
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43787,43795,MED-1628,RealGood Interactive Media Inc.,Zing,95153,PASS -THROUGH MEDIA,7016,82337,6061,79010,180333
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43548,43558,MED-3914,RealGood Interactive Media Inc.,QuadrupleClick,42140,PASS -THROUGH MEDIA,7016,82337,6061,79010,107092
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44153,44161,MED-1560,Critical Point Social Media Agency,Spacebook,79292,PASS -THROUGH MEDIA,1808,18801,6067,79010,78790
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43999,44002,MED-1302,RealGood Interactive Media Inc.,Zing,42326,PASS -THROUGH MEDIA,1808,18801,6067,79010,127863
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43845,43854,MED-7123,RealGood Interactive Media Inc.,QuadrupleClick,46310,PASS -THROUGH MEDIA,1808,18801,6067,79010,151128
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43794,43801,MED-1159,RealGood Interactive Media Inc.,Googly Ads,23789,PASS -THROUGH MEDIA,7016,82337,5965,79010,16369
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43725,43731,MED-2495,RealGood Interactive Media Inc.,Zing,81190,PASS -THROUGH MEDIA,7016,82337,5965,79010,205973
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43780,43785,MED-4678,RealGood Interactive Media Inc.,QuadrupleClick,45178,PASS -THROUGH MEDIA,7016,82337,5965,79010,187252
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43762,43770,MED-3981,RealGood Interactive Media Inc.,Googly Ads,27666,PASS -THROUGH MEDIA,7016,82337,5965,79010,22011
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43814,43816,MED-9324,RealGood Interactive Media Inc.,Zing,55955,PASS -THROUGH MEDIA,7016,82337,5965,79010,117385
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43972,43981,MED-2656,Critical Point Social Media Agency,Spacebook,40297,PASS -THROUGH MEDIA,7016,82337,5965,79010,22821
